txn_id,sender_id,timestamp,amount,city,lat,lng,user_home_location,active_location,fraud_type,is_fraud,bank_response_time_ms,mcc,device_id,ip_address
0038cbea-28c2-429b-a65e-01868d1d597c,User_3186,2025-04-25T07:48:34,95301,Indore,20.5937,78.9629,Indore,Chennai,SIM_SWAP,1,357,4829,Emulator_6539,103.87.170.51
f634f9bf-5abf-4cf0-bd07-a2fea1e58ad1,User_3156,2025-06-27T12:37:52,24420,Chennai,13.0827,80.2707,Chennai,Chennai,NONE,0,229,5311,iPhone13_614,192.168.2.33
63208a8b-a6ac-4c05-9ba9-91c88e11132d,User_4444,2025-10-06T05:54:00,23387,Delhi,28.7041,77.1025,Delhi,Delhi,NONE,0,240,5311,Pixel6_240,192.168.18.25
aae1869d-f20f-4373-823a-f66a354575a0,User_1342,2025-06-09T15:08:50,1792,Kolkata,22.5726,88.3639,Kolkata,Kolkata,NONE,0,359,5411,OnePlus9_958,192.168.167.149
cb3c5c30-707c-45c4-8a0a-2fe6cb77ee37,User_1006,2025-11-02T22:53:08,32000,Delhi,28.7041,77.1025,Delhi,Delhi,NONE,0,197,5311,SamsungS21_443,192.168.215.174
57e706d2-f85a-45fe-9adb-656dd9cf4447,User_1281,2025-09-30T09:23:17,5545,Chennai,13.0827,80.2707,Chennai,Indore,IMPOSSIBLE_TRAVEL,1,329,7995,Emulator_4368,45.248.31.249
cb97c1d7-8d82-44c4-a9e9-cdfae45318bc,User_3419,2025-01-17T05:34:34,1070,Kolkata,22.5726,88.3639,Kolkata,Kolkata,NONE,0,300,5411,Pixel6_171,192.168.148.42
34e4e96c-737f-421a-98f3-57b15cc7e2fc,User_4879,2025-06-08T02:44:51,24368,Indore,20.5937,78.9629,Indore,Indore,NONE,0,229,4121,SamsungS21_408,192.168.227.139
e2e836ae-bc9a-4824-91dd-ea3623f4f60b,User_4187,2025-04-22T11:39:38,44263,Kolkata,22.5726,88.3639,Kolkata,Kolkata,NONE,0,144,4121,Pixel6_901,192.168.71.16
c2e6fbcb-f230-42ed-b084-29bd18fab7db,User_2993,2025-04-07T10:26:31,1210,Indore,20.5937,78.9629,Indore,Indore,NONE,0,357,4121,iPhone13_251,192.168.115.80
75697416-7e4f-4337-8111-be0bee693326,User_1752,2025-02-14T10:42:35,19505,Delhi,28.7041,77.1025,Delhi,Delhi,NONE,0,237,5311,Pixel6_723,192.168.174.238
9bf679ce-7809-40c8-b349-3a3e6d3c06a7,User_1374,2025-08-14T04:10:04,44287,Indore,20.5937,78.9629,Indore,Indore,NONE,0,263,4121,Pixel6_152,192.168.187.14
e005f8f1-de9f-409e-9c79-039009b872fa,User_2163,2025-11-16T03:33:18,16114,Lucknow,26.8467,80.9462,Lucknow,Lucknow,NONE,0,245,5311,Pixel6_249,192.168.44.121
9d8b2ce6-7a07-484e-8d4c-bf6f053f8232,User_2540,2025-07-12T10:54:01,50345,Delhi,28.7041,77.1025,Delhi,Indore,WAITING_GAME,1,104,5967,Emulator_5731,45.9.144.53
edec0dbc-cc98-47aa-872e-4db813602e4f,User_3445,2025-11-05T00:54:09,42900,Indore,20.5937,78.9629,Indore,Indore,NONE,0,365,5812,SamsungS21_643,192.168.168.103
2b1304b4-72ea-4c61-8282-548f5616e227,User_3251,2025-10-08T02:23:06,37228,Chennai,13.0827,80.2707,Chennai,Chennai,NONE,0,352,5311,iPhone13_174,192.168.88.114
272bc2d8-dd94-4fd4-873d-a1255dc219b7,User_3633,2025-11-04T17:13:48,5140,Lucknow,26.8467,80.9462,Lucknow,Lucknow,NONE,0,306,5311,OnePlus9_180,192.168.14.176
0d4b0ab6-4395-48cc-b7e8-762a36f2cfe6,User_3974,2025-01-20T23:45:51,31349,Delhi,28.7041,77.1025,Delhi,Delhi,NONE,0,321,5411,Pixel6_308,192.168.46.78
b15561b7-b4f1-4db8-875c-7ba70688ea27,User_4318,2025-04-15T17:10:08,14240,Delhi,28.7041,77.1025,Delhi,Delhi,NONE,0,163,5411,OnePlus9_374,192.168.180.29
e574f184-cfd6-4320-855f-de52711bf79f,User_4162,2025-02-17T17:25:58,13673,Mumbai,19.076,72.8777,Mumbai,Mumbai,NONE,0,297,5311,iPhone13_568,192.168.200.236
2f0ade25-8672-4128-b808-74b7f4835198,User_1746,2025-06-10T06:40:04,36588,Indore,20.5937,78.9629,Indore,Indore,NONE,0,68,5311,SamsungS21_242,192.168.127.205
13d1c009-eb96-4454-b650-b4cff85fcde0,User_3545,2025-06-12T09:48:49,45945,Chennai,13.0827,80.2707,Chennai,Chennai,NONE,0,181,5311,iPhone13_136,192.168.186.28
ee49031f-cbb2-4993-84f3-b7ec01d87085,User_1622,2025-05-12T08:24:38,25850,Indore,20.5937,78.9629,Indore,Indore,NONE,0,234,5411,iPhone13_670,192.168.66.40
297c0863-7ca8-493f-a9c1-9b6997ef3cff,User_1150,2025-02-19T19:49:23,48447,Delhi,28.7041,77.1025,Delhi,Delhi,NONE,0,348,5311,OnePlus9_530,192.168.209.188
82faacd6-b90c-43a3-b8e4-ca26e60748e0,User_2649,2025-09-14T17:43:51,90572,Delhi,28.7041,77.1025,Delhi,Bengaluru,UPI_SCAM,1,370,7995,Emulator_7382,103.138.154.184
d953fff5-197a-4196-9c47-28e33691badf,User_2860,2025-11-29T23:16:29,39218,Lucknow,26.8467,80.9462,Lucknow,Lucknow,NONE,0,322,5311,iPhone13_272,192.168.213.233
1e22a5a2-4a14-4e4b-9d4b-ac432e7c69fb,User_2849,2025-06-21T13:15:15,28596,Bengaluru,20.5937,78.9629,Bengaluru,Bengaluru,NONE,0,112,5411,SamsungS21_776,192.168.227.142
b5fc3a9f-4495-44d6-b8fd-b89fecb787c4,User_2149,2025-03-11T03:59:28,7954,Delhi,28.7041,77.1025,Delhi,Delhi,NONE,0,188,5812,Pixel6_525,192.168.12.56
166485af-3485-4c6f-ab24-73ffb9d39b18,User_4585,2025-05-31T16:44:25,42570,Lucknow,26.8467,80.9462,Lucknow,Lucknow,NONE,0,377,5311,Pixel6_320,192.168.226.172
bb8e4605-673c-480e-bce4-2926f3184df0,User_3562,2025-08-22T16:43:12,20624,Kolkata,22.5726,88.3639,Kolkata,Kolkata,NONE,0,142,5411,OnePlus9_307,192.168.229.229
e35b2452-ada6-4aef-a0c2-cc726c262ef4,User_3137,2025-09-07T16:36:01,14200,Indore,20.5937,78.9629,Indore,Indore,NONE,0,88,5411,Pixel6_767,192.168.166.252
d80b0f64-991a-4ea9-abb7-5b5cc04a94ab,User_4197,2025-02-20T08:27:39,10285,Lucknow,26.8467,80.9462,Lucknow,Lucknow,NONE,0,117,5311,OnePlus9_272,192.168.255.127
d1113880-81ba-4d35-85b2-a95340ffe466,User_2245,2025-05-24T09:07:54,3623,Lucknow,26.8467,80.9462,Lucknow,Lucknow,NONE,0,131,5411,iPhone13_587,192.168.182.95
6fc09b2f-f3c9-441a-afe1-205350386aec,User_4305,2025-05-17T18:28:27,98924,Mumbai,19.076,72.8777,Mumbai,Kolkata,IMPOSSIBLE_TRAVEL,1,281,7995,Emulator_8854,185.221.42.93
69cb59d8-cff8-45c3-9828-372eae1c38f7,User_4538,2025-04-18T10:43:32,23911,Bengaluru,20.5937,78.9629,Bengaluru,Bengaluru,NONE,0,95,5311,OnePlus9_244,192.168.125.87
25191bb3-379a-41f5-9a9b-57b2f7d296f7,User_1442,2025-02-21T08:31:28,39609,Mumbai,19.076,72.8777,Mumbai,Mumbai,NONE,0,61,5311,SamsungS21_869,192.168.138.166
fa22a466-516f-4cea-9a6a-783a491ee6b0,User_4509,2025-09-16T01:34:36,31493,Indore,20.5937,78.9629,Indore,Indore,NONE,0,234,5812,SamsungS21_191,192.168.155.60
4341b85c-6955-47b2-b222-dc9af625bef8,User_1863,2025-11-13T10:27:27,21444,Bengaluru,20.5937,78.9629,Bengaluru,Bengaluru,NONE,0,295,5812,SamsungS21_177,192.168.197.231
767fa8f1-896f-4259-9426-be438db84077,User_1706,2025-05-02T09:05:16,5247,Indore,20.5937,78.9629,Indore,Indore,NONE,0,141,4121,OnePlus9_536,192.168.205.229
f109a43e-8fe2-45f0-aeb2-c2e34c9b87b5,User_4697,2025-07-27T23:03:21,44741,Indore,20.5937,78.9629,Indore,Indore,NONE,0,126,4121,OnePlus9_291,192.168.77.73
3ba92363-5e8b-4801-a070-516a6f71cc44,User_1538,2025-01-11T06:03:27,8634,Kolkata,22.5726,88.3639,Kolkata,Kolkata,NONE,0,164,5411,Pixel6_894,192.168.159.146
773a2a98-1ecc-4093-9b0f-e95892b8f3b9,User_4483,2025-10-28T12:10:58,41133,Mumbai,19.076,72.8777,Mumbai,Mumbai,NONE,0,385,5311,OnePlus9_901,192.168.94.211
c9b7d3f7-faae-431a-ad58-e6579a8b5b74,User_4267,2025-03-08T19:51:43,11041,Mumbai,19.076,72.8777,Mumbai,Mumbai,NONE,0,229,5812,SamsungS21_103,192.168.210.38
576a0796-82df-4d31-9629-c315d5e6fc52,User_3105,2025-01-07T22:22:13,32238,Mumbai,19.076,72.8777,Mumbai,Mumbai,NONE,0,149,5812,Pixel6_187,192.168.92.72
3b201baa-cd02-4a29-89dc-2945194c7838,User_1616,2025-03-23T19:06:44,9291,Delhi,28.7041,77.1025,Delhi,Delhi,NONE,0,200,5411,Pixel6_235,192.168.19.92
6961af45-8857-438b-9dad-4b2ec13652e9,User_3933,2025-09-24T15:26:31,40101,Bengaluru,20.5937,78.9629,Bengaluru,Bengaluru,NONE,0,120,5812,OnePlus9_270,192.168.248.73
9a297beb-f684-44d0-90fe-8438d88b56e8,User_2022,2025-09-30T16:08:04,39328,Indore,20.5937,78.9629,Indore,Indore,NONE,0,352,5812,Pixel6_418,192.168.45.187
304ac988-1bb9-46b5-b40f-b2d5130f96f7,User_3274,2025-03-03T18:38:34,46740,Mumbai,19.076,72.8777,Mumbai,Mumbai,NONE,0,380,5311,SamsungS21_160,192.168.28.169
dbeea84f-5b1f-4809-a6ac-39b1c4b05928,User_3310,2025-06-07T10:03:15,92852,Mumbai,19.076,72.8777,Mumbai,Lucknow,PHISHING,1,323,6051,Emulator_9906,103.57.61.32
5ac2ba80-9f22-478a-b5be-287ee8efc046,User_1330,2025-06-29T14:24:29,25993,Lucknow,26.8467,80.9462,Lucknow,Lucknow,NONE,0,304,5311,iPhone13_197,192.168.158.184
ab195ab5-d704-42d4-a400-9f7fda7e2d58,User_1604,2025-08-08T05:28:51,42885,Mumbai,19.076,72.8777,Mumbai,Mumbai,NONE,0,119,5411,iPhone13_132,192.168.1.144
8b5e33ef-ac0d-4f67-8ed5-fd394ca41e20,User_2106,2025-01-16T22:55:34,25603,Mumbai,19.076,72.8777,Mumbai,Mumbai,NONE,0,131,5411,Pixel6_582,192.168.233.187
05f48be9-62d9-4edd-bfe0-6edb842e745a,User_2683,2025-01-05T07:54:15,25986,Lucknow,26.8467,80.9462,Lucknow,Lucknow,NONE,0,309,5411,OnePlus9_329,192.168.62.200
22de47f7-3829-477e-a5a7-ea14d1714fce,User_1679,2025-12-03T21:45:37,33203,Delhi,28.7041,77.1025,Delhi,Delhi,NONE,0,281,5812,Pixel6_550,192.168.202.7
b9b7a16b-971d-4176-9d89-487b4201833b,User_2555,2025-07-07T05:21:45,3655,Kolkata,22.5726,88.3639,Kolkata,Kolkata,NONE,0,220,5812,SamsungS21_576,192.168.20.232
a5eee668-a4b5-4172-bce0-89619307d075,User_4104,2025-12-03T05:13:16,18197,Indore,20.5937,78.9629,Indore,Kolkata,CLONED_CARD,1,196,4829,Emulator_7088,185.75.200.162
8b5782f0-c3a3-4a35-8ee1-24917bd7d49e,User_1267,2025-11-01T04:21:07,1549,Kolkata,22.5726,88.3639,Kolkata,Kolkata,NONE,0,83,5311,iPhone13_647,192.168.245.156
8094d78f-0827-4383-9429-3aae3bc43369,User_3897,2025-10-22T21:19:12,23416,Lucknow,26.8467,80.9462,Lucknow,Lucknow,NONE,0,280,4121,OnePlus9_664,192.168.160.144
21043980-633c-4b7e-9653-178051afc82c,User_2716,2025-03-09T03:47:19,3303,Bengaluru,20.5937,78.9629,Bengaluru,Bengaluru,NONE,0,152,5411,Pixel6_122,192.168.81.82
030f6f6d-9b45-43a5-803f-2ef78cd91456,User_1524,2025-10-25T17:09:50,17191,Indore,20.5937,78.9629,Indore,Indore,NONE,0,251,5812,OnePlus9_778,192.168.135.78
bf2fb2c7-f68d-4978-82b4-93e80a447cbe,User_2558,2025-03-18T20:22:25,24711,Bengaluru,20.5937,78.9629,Bengaluru,Bengaluru,NONE,0,280,5812,SamsungS21_631,192.168.36.229
2dac72f8-76cc-4692-9109-d278805b7a9f,User_4215,2025-09-30T21:34:18,15432,Chennai,13.0827,80.2707,Chennai,Chennai,NONE,0,172,5411,SamsungS21_945,192.168.169.92
26b43e49-9906-4107-a276-0c5805b0a120,User_1063,2025-08-28T12:48:53,38655,Indore,20.5937,78.9629,Indore,Indore,NONE,0,358,5411,SamsungS21_348,192.168.92.119
2c25402a-e5de-41e0-900b-209be6d014dd,User_1902,2025-09-22T13:22:07,24825,Mumbai,19.076,72.8777,Mumbai,Mumbai,NONE,0,174,5411,iPhone13_320,192.168.21.73
66e0ad3e-82d0-4eb6-864d-df8b6ca4eeb1,User_1352,2025-04-28T04:15:50,13877,Delhi,28.7041,77.1025,Delhi,Bengaluru,WAITING_GAME,1,85,6051,Emulator_8190,185.64.152.77
4f576b0d-902c-4d82-925b-ae81ee544e4c,User_2367,2025-01-26T23:08:02,32297,Lucknow,26.8467,80.9462,Lucknow,Lucknow,NONE,0,228,5812,iPhone13_631,192.168.168.250
08880e6c-cd30-4a76-8138-15121abb696a,User_4312,2025-02-01T23:29:01,18272,Delhi,28.7041,77.1025,Delhi,Lucknow,WAITING_GAME,1,361,5967,Emulator_4241,185.208.97.138
dedbde5c-6215-4fee-8be4-bd981ff282c8,User_1532,2025-08-09T02:51:35,23504,Kolkata,22.5726,88.3639,Kolkata,Kolkata,NONE,0,202,5812,SamsungS21_689,192.168.77.161
64561f5d-2ce5-452e-a518-eb16ad9f8da2,User_4241,2025-04-08T11:38:10,60553,Kolkata,22.5726,88.3639,Kolkata,Bengaluru,CLONED_CARD,1,268,6051,Emulator_9139,185.137.15.104
